"","CRUISE_ID","YEAR","SURVEY_NAME","REGION","VESSEL_ID","CRUISE","VESSEL_NAME","SPONSOR_ACRONYM","START_DATE","END_DATE","CRUISEJOIN","CRUISE_DATA_COLLECTED","CRUISE_DATA_IN_EDIT","CRUISE_DATA_IN_RACEBASE","CRUISE_DATA_IN_FINAL","VESSEL_COUNTRY","SURVEY_DEFINITION_ID","SURVEY_ID"
"136",263,1981,"Tag Release/Recovery Survey","TAG",56,198102,"ISIS","RACE",1981-06-03,1981-06-09,451,"Y","N","Y","N","UNITED STATES OF AMERICA",95,235
"137",308,1983,"Tag Release/Recovery Survey","TAG",56,198301,"ISIS","RACE",1983-03-08,1983-03-17,453,"Y","N","Y","N","UNITED STATES OF AMERICA",95,276
"138",356,1985,"West Coast Pacific Ocean Perch Bottom Trawl Survey","WC",59,198501,"MARATHON","RACE",1985-04-03,1985-05-28,455,"Y","N","Y","N","UNITED STATES OF AMERICA",96,316
"139",367,1985,"Sablefish Pot Index Survey","WC",63,198501,"PEREGRINE","RACE",1985-08-16,1985-09-17,456,"Y","N","Y","N","UNITED STATES OF AMERICA",25,307
"140",342,1984,"Tag Release/Recovery Survey","TAG",67,198401,"STARLIGHT","RACE",1984-07-08,1984-07-17,457,"Y","N","Y","N","UNITED STATES OF AMERICA",95,298
"141",386,1986,"Sablefish Pot Index Survey","WC",68,198601,"AMERICAN VIKING","RACE",1986-09-23,1986-10-31,458,"Y","N","Y","N","UNITED STATES OF AMERICA",25,323
"142",401,1987,"Sablefish Pot Index Survey","WC",68,198701,"AMERICAN VIKING","RACE",1987-08-22,1987-09-18,459,"Y","N","Y","N","UNITED STATES OF AMERICA",25,336
"143",417,1988,"Sablefish Pot Index Survey","WC",68,198801,"AMERICAN VIKING","RACE",1988-10-22,1988-11-25,460,"Y","N","Y","N","UNITED STATES OF AMERICA",25,347
"144",165,1978,"Tag Release/Recovery Survey","TAG",401,197801,"SEAPAK","RACE",1978-05-19,1978-07-01,467,"Y","N","Y","N","CANADA",95,157
"145",187,1979,"Tag Release/Recovery Survey","TAG",401,197901,"SEAPAK","RACE",1979-05-02,1979-06-14,468,"Y","N","Y","N","CANADA",95,171
"146",268,1981,"Tag Release/Recovery Survey","TAG",401,198101,"SEAPAK","RACE",1981-06-12,1981-06-25,469,"Y","N","Y","N","CANADA",95,511
"147",215,1980,"Tag Release/Recovery Survey","TAG",405,198001,"LA PORSHE","RACE",1980-03-19,1980-03-29,470,"Y","N","Y","N","CANADA",95,204
"148",216,1980,"Tag Release/Recovery Survey","TAG",415,198001,"WESTERLY","RACE",1980-05-05,1980-05-15,472,"Y","N","Y","N","CANADA",95,205
"149",205,1979,"Tag Release/Recovery Survey","TAG",423,197901,"SOUTHWARD HO","RACE",1979-11-01,1979-12-13,473,"Y","N","Y","N","CANADA",95,178
"150",243,1980,"Tag Release/Recovery Survey","TAG",426,198001,"PACIFIC TRIDENT","RACE",1980-09-23,1980-10-04,474,"Y","N","Y","N","CANADA",95,211
"151",246,1980,"Tag Release/Recovery Survey","TAG",427,198001,"NEEKIS","RACE",1980-11-13,1980-11-13,475,"Y","N","Y","N","CANADA",95,212
"152",303,1982,"Tag Release/Recovery Survey","TAG",432,198201,"OCEAN PEARL","RACE",1982-10-22,1982-11-04,477,"Y","N","Y","N","CANADA",95,260
"153",251,1981,"Tag Release/Recovery Survey","TAG",435,198101,"LA POINTE","RACE",1981-03-15,1981-03-27,478,"Y","N","Y","N","CANADA",95,509
"154",224,1980,"Tag Release/Recovery Survey","TAG",438,198001,"VIKING STAR","RACE",1980-06-29,1980-07-09,479,"Y","N","Y","N","CANADA",95,207
"155",202,1979,"Tag Release/Recovery Survey","TAG",457,197901,"EASTWARD HO","RACE",1979-08-13,1979-08-24,480,"Y","N","Y","N","CANADA",95,175
"156",214,1980,"Tag Release/Recovery Survey","TAG",474,198001,"ANNA V EAGAN","RACE",1980-02-23,1980-03-20,482,"Y","N","Y","N","CANADA",95,203
"157",206,1979,"Tag Release/Recovery Survey","TAG",483,197901,"WESPAK","RACE",1979-11-14,1979-11-14,483,"Y","N","Y","N","CANADA",95,177
"158",160,1977,"Tag Release/Recovery Survey","TAG",498,197701,"ARCTIC HARVESTER","RACE",1977-09-05,1977-09-24,484,"Y","N","Y","N","CANADA",95,142
"159",220,1980,"Tag Release/Recovery Survey","TAG",516,198001,"FUKUYOSHI MARU NO. 8","RACE",1980-06-05,1980-08-24,485,"Y","N","Y","N","JAPAN",95,208
"160",358,1985,"Tag Release/Recovery Survey","TAG",516,198501,"FUKUYOSHI MARU NO. 8","RACE",1985-05-16,1985-09-11,486,"Y","N","Y","N","JAPAN",95,315
"161",373,1986,"Tag Release/Recovery Survey","TAG",516,198601,"FUKUYOSHI MARU NO. 8","RACE",1986-05-16,1986-09-12,487,"Y","N","Y","N","JAPAN",95,331
"162",314,1983,"Tag Release/Recovery Survey","TAG",517,198301,"ANYO MARU NO. 21","RACE",1983-06-04,1983-09-21,488,"Y","N","Y","N","JAPAN",95,277
"163",265,1981,"Tag Release/Recovery Survey","TAG",518,198101,"ANYO MARU NO. 22","RACE",1981-06-06,1981-08-23,489,"Y","N","Y","N","JAPAN",95,236
"164",189,1979,"Tag Release/Recovery Survey","TAG",551,197901,"RYUSHO MARU NO.15","RACE",1979-05-24,1979-08-08,495,"Y","N","Y","N","JAPAN",95,172
"165",334,1984,"Tag Release/Recovery Survey","TAG",551,198401,"RYUSHO MARU NO.15","RACE",1984-05-15,1984-09-10,497,"Y","N","Y","N","JAPAN",95,297
"166",157,1977,"West Coast hake acoustic-trawl survey","WC",723,197702,"SIEDLECKI","MACE",1977-08-15,1977-09-15,505,"Y","N","Y","N","POLAND",58,138
"167",77,1972,"Tag Release/Recovery Survey","TAG",760,197201,"OGON ","RACE",1972-07-31,1972-10-20,506,"Y","N","Y","N","SOVIET UNION",95,81
"168",124,1975,"Pacific Hake Trawl Survey","WC",620,197502,"TORDENSKJOLD","RACE",1975-09-04,1975-10-12,499,"Y","N","Y","N","UNITED STATES OF AMERICA",14,109
"169",159,1977,"West Coast Triennial Shelf Bottom Trawl Survey","WC",620,197702,"TORDENSKJOLD","RACE",1977-08-30,1977-09-21,500,"Y","N","Y","N","UNITED STATES OF AMERICA",85,140
"170",626,2007,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",89,200701,"ALDEBARAN","RACE",2007-06-04,2007-08-02,-626,"Y","N","N","Y","UNITED STATES OF AMERICA",98,10
"171",627,2007,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",88,200701,"ARCTURUS","RACE",2007-06-04,2007-08-02,-627,"Y","N","N","Y","UNITED STATES OF AMERICA",98,10
"172",208,1980,"Tag Release/Recovery Survey","TAG",633,198001,"SEYMOUR","RACE",1980-01-07,1980-01-17,502,"Y","N","Y","N","UNITED STATES OF AMERICA",95,199
"173",212,1980,"Tag Release/Recovery Survey","TAG",633,198003,"SEYMOUR","RACE",1980-02-10,1980-02-18,504,"Y","N","Y","N","UNITED STATES OF AMERICA",95,202
"174",108,1974,"Tag Release/Recovery Survey","TAG",760,197401,"OGON ","RACE",1974-09-21,1974-10-24,508,"Y","N","Y","N","SOVIET UNION",95,105
"175",127,1975,"Tag Release/Recovery Survey","TAG",760,197501,"OGON ","RACE",1975-10-04,1975-11-07,509,"Y","N","Y","N","SOVIET UNION",95,118
"176",94,1973,"Tag Release/Recovery Survey","TAG",761,197307,"SESKAR ","RACE",1973-07-26,1973-07-31,510,"Y","N","Y","N","SOVIET UNION",95,512
"177",95,1973,"Tag Release/Recovery Survey","TAG",761,197308,"SESKAR ","RACE",1973-08-22,1973-09-06,511,"Y","N","Y","N","SOVIET UNION",95,96
"178",110,1975,"Tag Release/Recovery Survey","TAG",763,197501,"EKVATOR ","RACE",1975-01-21,1975-02-05,513,"Y","N","Y","N","SOVIET UNION",95,115
"179",332,1984,"West Coast Slope Bottom Trawl Survey","WC",764,198401,"POSEYDON ","RACE",1984-04-20,1984-05-03,514,"Y","N","Y","N","SOVIET UNION",55,292
"180",128,1975,"Tag Release/Recovery Survey","TAG",766,197501,"KOREAN LONGLINERS (UNNAMED)","RACE",1975-11-04,1975-11-04,515,"Y","N","Y","N","KOREA",95,119
"181",222,1980,"Tag Release/Recovery Survey","TAG",766,198001,"KOREAN LONGLINERS (UNNAMED)","RACE",1980-06-14,1980-12-04,517,"Y","N","Y","N","KOREA",95,209
"182",227,1980,"Tag Release/Recovery Survey","TAG",766,198002,"KOREAN LONGLINERS (UNNAMED)","RACE",1980-07-03,1980-09-03,518,"Y","N","Y","N","KOREA",95,210
"183",115,1975,"Tag Release/Recovery Survey","TAG",780,197501,"D DONG WON NO. 31 ","RACE",1975-05-26,1975-07-08,520,"Y","N","Y","N","KOREA",95,116
"184",255,1981,"Tag Release/Recovery Survey","TAG",780,198101,"D DONG WON NO. 31 ","RACE",1981-04-22,1981-08-30,521,"Y","N","Y","N","KOREA",95,233
"185",492,1994,"West Coast Slope Bottom Trawl Gear Research","WC",21,199409,"MILLER FREEMAN","RACE",1994-10-19,1994-11-12,798305,"Y","N","Y","N","UNITED STATES OF AMERICA",77,416
"186",496,1995,"SE Bering Sea pollock shelf acoustic-trawl survey","BS",21,199505,"MILLER FREEMAN","MACE",1995-04-03,1995-04-13,857287,"Y","N","Y","N","UNITED STATES OF AMERICA",91,428
"187",359,1985,"West Coast Slope Bottom Trawl Survey","WC",786,198501,"MYS. BABUSHKINA ","RACE",1985-05-23,1985-06-09,522,"Y","N","Y","N","SOVIET UNION",55,311
"188",494,1995,"Bogoslof pollock acoustic-trawl survey","BS",21,199502,"MILLER FREEMAN","MACE",1995-02-26,1995-03-08,857464,"Y","N","Y","N","UNITED STATES OF AMERICA",59,423
"189",505,1996,"Shumagin pollock acoustic-trawl survey","GOA",21,199602,"MILLER FREEMAN","MACE",1996-02-17,1996-02-24,857605,"Y","N","Y","N","UNITED STATES OF AMERICA",63,435
"190",506,1996,"Bogoslof pollock acoustic-trawl survey","BS",21,199603,"MILLER FREEMAN","MACE",1996-02-27,1996-03-07,857770,"Y","N","Y","N","UNITED STATES OF AMERICA",59,433
"191",513,1996,"Gear Catchability Research","GOA",100,199602,"GOLDEN DAWN","RACE",1996-07-05,1996-07-10,879596,"Y","N","Y","N","UNITED STATES OF AMERICA",21,430
"192",493,1995,"Shumagin pollock acoustic-trawl survey","GOA",21,199501,"MILLER FREEMAN","MACE",1995-02-15,1995-02-20,910691,"Y","N","Y","N","UNITED STATES OF AMERICA",63,425
"193",528,1998,"Bogoslof pollock acoustic-trawl survey","BS",21,199802,"MILLER FREEMAN","MACE",1998-03-02,1998-03-10,911670,"Y","N","Y","N","UNITED STATES OF AMERICA",59,448
"194",523,1997,"Gear Catchability Research","BS",89,199703,"ALDEBARAN","RACE",1997-07-28,1997-08-09,911888,"Y","N","Y","N","UNITED STATES OF AMERICA",19,438
"195",615,2006,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",88,200601,"ARCTURUS","RACE",2006-05-29,2006-07-24,-615,"Y","N","N","Y","UNITED STATES OF AMERICA",98,9
"196",616,2006,"Aleutian Islands Bottom Trawl Survey","AI",143,200601,"SEA STORM","RACE",2006-06-03,2006-08-11,-616,"Y","N","N","Y","UNITED STATES OF AMERICA",52,8
"197",186,1979,"West Coast Pacific Ocean Perch Bottom Trawl Survey","WC",7,197901,"WASHINGTON","RACE",1979-04-20,1979-05-02,397,"Y","N","Y","N","UNITED STATES OF AMERICA",96,179
"198",185,1979,"West Coast Pacific Ocean Perch Bottom Trawl Survey","WC",8,197901,"NEW LIFE","RACE",1979-04-18,1979-04-27,398,"Y","N","Y","N","UNITED STATES OF AMERICA",96,179
"199",283,1982,"Widow Rockfish Study","WC",13,198201,"OCEAN LEADER","RACE",1982-03-19,1982-03-31,401,"Y","N","Y","N","UNITED STATES OF AMERICA",5,243
"200",183,1979,"West Coast Pacific Ocean Perch Bottom Trawl Survey","WC",14,197901,"OREGON","RACE",1979-03-22,1979-04-23,402,"Y","N","Y","N","UNITED STATES OF AMERICA",96,179
"201",139,1976,"West Coast Triennial Shelf Bottom Trawl Survey (Pilot)","WC",19,197602,"PAT SAN MARIE","RACE",1976-08-12,1976-09-23,403,"Y","N","Y","N","UNITED STATES OF AMERICA",100,130
"202",230,1980,"West Coast Triennial Shelf Bottom Trawl Survey","WC",19,198001,"PAT SAN MARIE","RACE",1980-07-12,1980-09-28,404,"Y","N","Y","N","UNITED STATES OF AMERICA",85,197
"203",234,1980,"Widow Rockfish Study","WC",19,198002,"PAT SAN MARIE","RACE",1980-08-11,1980-08-13,405,"Y","N","Y","N","UNITED STATES OF AMERICA",5,184
"204",379,1986,"West Coast Triennial Shelf Bottom Trawl Survey","WC",19,198601,"PAT SAN MARIE","RACE",1986-07-16,1986-09-28,406,"Y","N","Y","N","UNITED STATES OF AMERICA",85,330
"205",153,1977,"West Coast hake acoustic-trawl survey","WC",21,197702,"MILLER FREEMAN","MACE",1977-07-20,1977-09-28,409,"Y","N","Y","N","UNITED STATES OF AMERICA",58,138
"206",469,1992,"West Coast hake acoustic-trawl survey","WC",21,199208,"MILLER FREEMAN","MACE",1992-07-09,1992-08-17,415,"Y","N","Y","N","UNITED STATES OF AMERICA",58,400
"207",231,1980,"West Coast hake acoustic-trawl survey","WC",21,198003,"MILLER FREEMAN","MACE",1980-07-14,1980-09-08,411,"Y","N","Y","N","UNITED STATES OF AMERICA",58,193
"208",378,1986,"West Coast hake acoustic-trawl survey","WC",21,198608,"MILLER FREEMAN","MACE",1986-07-03,1986-07-30,412,"Y","N","Y","N","UNITED STATES OF AMERICA",58,328
"209",432,1989,"West Coast hake acoustic-trawl survey","WC",21,198905,"MILLER FREEMAN","MACE",1989-07-24,1989-08-21,414,"Y","N","Y","N","UNITED STATES OF AMERICA",58,369
"210",463,1991,"West Coast Slope Bottom Trawl Survey","WC",21,199112,"MILLER FREEMAN","RACE",1991-10-26,1991-11-15,417,"Y","N","Y","N","UNITED STATES OF AMERICA",55,391
"211",123,1975,"Pacific Hake Trawl Survey","WC",2,197504,"JOHN N. COBB","RACE",1975-09-04,1975-10-24,377,"Y","N","Y","N","UNITED STATES OF AMERICA",14,109
"212",201,1979,"Sablefish Pot Index Survey","WC",2,197902,"JOHN N. COBB","RACE",1979-08-08,1979-09-26,379,"Y","N","Y","N","UNITED STATES OF AMERICA",25,165
"213",233,1980,"Sablefish Pot Index Survey","WC",2,198002,"JOHN N. COBB","RACE",1980-08-06,1980-09-26,380,"Y","N","Y","N","UNITED STATES OF AMERICA",25,185
"214",271,1981,"Sablefish Pot Index Survey","WC",2,198102,"JOHN N. COBB","RACE",1981-08-05,1981-09-28,381,"Y","N","Y","N","UNITED STATES OF AMERICA",25,219
"215",304,1982,"Sablefish Pot Index Survey","WC",2,198204,"JOHN N. COBB","RACE",1982-10-26,1982-11-13,383,"Y","N","Y","N","UNITED STATES OF AMERICA",25,246
"216",327,1983,"Sablefish Pot Index Survey","WC",2,198304,"JOHN N. COBB","RACE",1983-10-13,1983-10-28,384,"Y","N","Y","N","UNITED STATES OF AMERICA",25,264
"217",361,1985,"Bering Sea shelf pollock acoustic-trawl survey","BS",57,198501,"MORNING STAR","MACE",1985-06-04,1985-08-22,155,"Y","N","Y","N","UNITED STATES OF AMERICA",83,314
"218",376,1986,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",57,198602,"MORNING STAR","RACE",1986-06-03,1986-08-06,156,"Y","N","Y","N","UNITED STATES OF AMERICA",98,332
"219",364,1985,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",60,198501,"ARGOSY","RACE",1985-07-03,1985-09-10,157,"Y","N","Y","N","UNITED STATES OF AMERICA",98,317
"220",408,1988,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",78,198801,"OCEAN HOPE 3","RACE",1988-06-03,1988-08-06,158,"Y","N","Y","N","UNITED STATES OF AMERICA",98,359
"221",456,1991,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",78,199101,"OCEAN HOPE 3","RACE",1991-06-07,1991-08-07,162,"Y","N","Y","N","UNITED STATES OF AMERICA",98,396
"222",410,1988,"Bering Sea shelf pollock acoustic-trawl survey","BS",79,198801,"PELAGOS","MACE",1988-06-23,1988-07-28,163,"Y","N","Y","N","UNITED STATES OF AMERICA",83,357
"223",467,1992,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",87,199201,"TRACY ANNE","RACE",1992-06-05,1992-08-03,165,"Y","N","Y","N","UNITED STATES OF AMERICA",98,404
"224",458,1991,"Bering Sea shelf pollock acoustic-trawl survey","BS",84,199101,"CONTINUITY","MACE",1991-06-30,1991-08-29,164,"Y","N","Y","N","UNITED STATES OF AMERICA",83,393
"225",45,1966,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",501,196601,"KAWACHI MARU","RACE",1966-05-18,1966-07-18,168,"Y","N","Y","N","JAPAN",107,50
"226",49,1967,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",502,196701,"NISSHIN MARU","RACE",1967-07-02,1967-09-05,169,"Y","N","Y","N","JAPAN",107,54
"227",53,1968,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",503,196801,"CHOSUI MARU","RACE",1968-06-21,1968-07-20,170,"Y","N","Y","N","JAPAN",107,57
"228",56,1969,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",504,196901,"YOKO MARU","RACE",1969-06-30,1969-09-06,171,"Y","N","Y","N","JAPAN",107,59
"229",59,1970,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",505,197001,"INASE MARU NO.3","RACE",1970-07-02,1970-08-02,172,"Y","N","Y","N","JAPAN",107,63
"230",63,1971,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",506,197101,"TANSHU MARU","RACE",1971-05-30,1971-06-30,173,"Y","N","Y","N","JAPAN",107,72
"231",114,1975,"Japanese (Far Seas Fisheries Research Lab) Groundfish Trawl Survey","BS",508,197501,"SHUNYO MARU","RACE",1975-05-04,1975-07-03,176,"Y","N","Y","N","JAPAN",107,121
"232",171,1978,"Cooperative US / Japan pollock survey","BS",509,197801,"TOMI MARU NO. 52","MACE",1978-06-18,1978-07-16,178,"Y","N","Y","N","JAPAN",56,153
"233",194,1979,"US-Japan Cooperative Groundfish Trawl Survey - Shelf and Slope","BS",512,197901,"YAKUSHI MARU NO. 21","RACE",1979-06-10,1979-07-28,179,"Y","N","Y","N","JAPAN",64,513
"234",618,2006,"Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey","BS",134,200601,"NORTHWEST EXPLORER","RACE",2006-05-30,2006-08-07,-618,"Y","N","N","Y","UNITED STATES OF AMERICA",98,9
"235",197,1979,"US-Japan Cooperative Groundfish Trawl Survey - Shelf and Slope","BS",513,197901,"SHOTOKU MARU NO. 35","RACE",1979-06-29,1979-08-02,180,"Y","N","Y","N","JAPAN",64,513
"236",270,1981,"US-Japan Cooperative Groundfish Trawl Survey - Slope","BS",514,198101,"RYOAN MARU NO. 31","RACE",1981-07-12,1981-10-09,181,"Y","N","Y","N","JAPAN",79,230
"237",307,1983,"Shelikof Strait Spawning Pollock Survey","GOA",1,198301,"CHAPMAN","MACE",1983-03-04,1983-03-20,183,"Y","N","Y","N","UNITED STATES OF AMERICA",66,272
"238",325,1983,"Aleutian Islands Bottom Trawl Survey","AI",1,198304,"CHAPMAN","RACE",1983-08-17,1983-09-04,185,"Y","N","Y","N","UNITED STATES OF AMERICA",52,269
"239",349,1984,"Young of the Year Studies","GOA",1,198405,"CHAPMAN","RACE",1984-09-04,1984-09-12,188,"Y","N","Y","N","UNITED STATES OF AMERICA",18,283
"240",1,1953,"Exploratory Fisheries Cruise - Yakutat","GOA",2,195301,"JOHN N. COBB","RACE",1953-03-10,1953-04-07,189,"Y","N","Y","N","UNITED STATES OF AMERICA",61,16
"241",2,1954,"Exploratory Fisheries Cruise - Prince Wm Sound","GOA",2,195401,"JOHN N. COBB","RACE",1954-02-26,1954-04-06,190,"Y","N","Y","N","UNITED STATES OF AMERICA",84,17
"242",6,1958,"Exploratory Fisheries Cruise - Kodiak","GOA",2,195801,"JOHN N. COBB","RACE",1958-07-22,1958-08-26,192,"Y","N","Y","N","UNITED STATES OF AMERICA",57,21
"243",8,1959,"Exploratory Fisheries Cruise - Kenai","GOA",2,195902,"JOHN N. COBB","RACE",1959-10-14,1959-11-11,193,"Y","N","Y","N","UNITED STATES OF AMERICA",53,23
"244",17,1961,"Exploratory Fisheries Cruise - Prince Wm Sound","GOA",2,196101,"JOHN N. COBB","RACE",1961-09-14,1961-10-11,194,"Y","N","Y","N","UNITED STATES OF AMERICA",84,29
"245",22,1962,"Exploratory Fisheries Cruise - Prince Wm Sound","GOA",2,196201,"JOHN N. COBB","RACE",1962-04-23,1962-05-31,195,"Y","N","Y","N","UNITED STATES OF AMERICA",84,34
"246",76,1972,"Gulf of Alaska Groundfish Survey","GOA",2,197206,"JOHN N. COBB","RACE",1972-07-22,1972-08-17,197,"Y","N","Y","N","UNITED STATES OF AMERICA",39,74
"247",87,1973,"Gulf of Alaska Groundfish Survey","GOA",2,197303,"JOHN N. COBB","RACE",1973-05-10,1973-06-05,198,"Y","N","Y","N","UNITED STATES OF AMERICA",39,87
"248",105,1974,"Gulf of Alaska Groundfish Survey","GOA",2,197404,"JOHN N. COBB","RACE",1974-07-17,1974-08-09,200,"Y","N","Y","N","UNITED STATES OF AMERICA",39,101
"249",131,1976,"Gulf of Alaska Groundfish Survey -  SE Alaska Inside Waters","GOA",2,197602,"JOHN N. COBB","RACE",1976-04-10,1976-05-24,202,"Y","N","Y","N","UNITED STATES OF AMERICA",104,131
"250",168,1978,"Sablefish Pot Index Survey","GOA",2,197803,"JOHN N. COBB","RACE",1978-06-10,1978-08-11,204,"Y","N","Y","N","UNITED STATES OF AMERICA",26,146
"251",192,1979,"Sablefish Pot Index Survey","GOA",2,197902,"JOHN N. COBB","RACE",1979-06-03,1979-07-15,205,"Y","N","Y","N","UNITED STATES OF AMERICA",26,166
"252",221,1980,"Sablefish Pot Index Survey","GOA",2,198002,"JOHN N. COBB","RACE",1980-06-06,1980-07-10,206,"Y","N","Y","N","UNITED STATES OF AMERICA",26,187
"253",262,1981,"Sablefish Pot Index Survey","GOA",2,198102,"JOHN N. COBB","RACE",1981-06-02,1981-07-12,207,"Y","N","Y","N","UNITED STATES OF AMERICA",26,222
"254",288,1982,"Sablefish Pot Index Survey","GOA",2,198202,"JOHN N. COBB","RACE",1982-05-26,1982-06-24,208,"Y","N","Y","N","UNITED STATES OF AMERICA",26,247
"255",311,1983,"Sablefish Pot Bait and Gear Experiment by Auke Bay Lab","GOA",2,198301,"JOHN N. COBB","RACE",1983-04-09,1983-04-20,209,"Y","N","Y","N","UNITED STATES OF AMERICA",99,280
"256",313,1983,"Sablefish Pot Index Survey","GOA",2,198303,"JOHN N. COBB","RACE",1983-05-21,1983-06-30,210,"Y","N","Y","N","UNITED STATES OF AMERICA",26,265
"257",335,1984,"Sablefish Pot Index Survey","GOA",2,198401,"JOHN N. COBB","RACE",1984-05-18,1984-07-26,211,"Y","N","Y","N","UNITED STATES OF AMERICA",26,285
"258",363,1985,"Sablefish Pot Index Survey","GOA",2,198503,"JOHN N. COBB","RACE",1985-07-02,1985-07-27,212,"Y","N","Y","N","UNITED STATES OF AMERICA",26,308
"259",375,1986,"Sablefish Pot Index Survey","GOA",2,198603,"JOHN N. COBB","RACE",1986-06-02,1986-06-20,213,"Y","N","Y","N","UNITED STATES OF AMERICA",26,324
"260",384,1986,"Pavlov Bay Shrimp Survey","GOA",2,198605,"JOHN N. COBB","RACE",1986-08-28,1986-09-01,214,"Y","N","Y","N","UNITED STATES OF AMERICA",9,319
"261",385,1986,"Young of the Year Studies","GOA",2,198606,"JOHN N. COBB","RACE",1986-09-03,1986-10-08,215,"Y","N","Y","N","UNITED STATES OF AMERICA",18,320
"262",223,1980,"IPHC Juvenile Halibut Index Survey (midshelf)","GOA",3,198001,"PACIFIC HARVESTER","RACE",1980-06-16,1980-08-06,217,"Y","N","Y","N","UNITED STATES OF AMERICA",81,196
"263",65,1971,"RACE Shrimp Survey by Kodiak Lab","GOA",4,197103,"COMMANDO","RACE",1971-06-09,1971-07-20,219,"Y","N","Y","N","UNITED STATES OF AMERICA",42,67
"264",88,1973,"RACE Shrimp Survey by Kodiak Lab","GOA",4,197302,"COMMANDO","RACE",1973-05-23,1973-06-14,220,"Y","N","Y","N","UNITED STATES OF AMERICA",42,89
"265",40,1964,"Canadian POP/Rockfish Cruise","GOA",9,196408,"G.B.REED","RACE",1964-08-02,1964-08-16,223,"Y","N","Y","N","CANADA",29,42
"266",42,1965,"Canadian POP/Rockfish Cruise","GOA",9,196502,"G.B.REED","RACE",1965-02-14,1965-02-28,224,"Y","N","Y","N","CANADA",29,45
"267",47,1966,"Canadian POP/Rockfish Cruise","GOA",9,196602,"G.B.REED","RACE",1966-08-25,1966-09-14,226,"Y","N","Y","N","CANADA",29,48
"268",61,1971,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197102,"OREGON","RACE",1971-04-17,1971-05-24,229,"Y","N","Y","N","UNITED STATES OF AMERICA",42,66
"269",78,1972,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197203,"OREGON","RACE",1972-08-25,1972-09-28,230,"Y","N","Y","N","UNITED STATES OF AMERICA",42,76
"270",97,1973,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197305,"OREGON","RACE",1973-08-29,1973-10-23,231,"Y","N","Y","N","UNITED STATES OF AMERICA",42,90
"271",100,1974,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197401,"OREGON","RACE",1974-04-15,1974-05-22,232,"Y","N","Y","N","UNITED STATES OF AMERICA",42,102
"272",106,1974,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197403,"OREGON","RACE",1974-09-01,1974-10-27,233,"Y","N","Y","N","UNITED STATES OF AMERICA",42,103
"273",125,1975,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197503,"OREGON","RACE",1975-09-07,1975-10-31,235,"Y","N","Y","N","UNITED STATES OF AMERICA",42,114
"274",113,1975,"Gulf of Alaska Groundfish Survey - Prince William Sound & Yakutat","GOA",18,197501,"NORTH PACIFIC","RACE",1975-05-03,1975-08-07,242,"Y","N","Y","N","UNITED STATES OF AMERICA",108,122
"275",260,1981,"Gulf of Alaska Groundfish Survey","GOA",19,198102,"PAT SAN MARIE","RACE",1981-05-25,1981-06-25,244,"Y","N","Y","N","UNITED STATES OF AMERICA",39,228
"276",144,1977,"Gulf of Alaska Groundfish Survey - Kodiak","GOA",21,197701,"MILLER FREEMAN","RACE",1977-01-26,1977-03-06,246,"Y","N","Y","N","UNITED STATES OF AMERICA",73,139
"277",162,1978,"Gulf of Alaska Groundfish Survey - Marmot Gully","GOA",21,197801,"MILLER FREEMAN","RACE",1978-03-21,1978-03-24,247,"Y","N","Y","N","UNITED STATES OF AMERICA",87,156
"278",182,1979,"Gulf of Alaska Groundfish Survey - Kodiak & C Ommaney","GOA",21,197901,"MILLER FREEMAN","RACE",1979-01-20,1979-04-13,251,"Y","N","Y","N","UNITED STATES OF AMERICA",97,180
"279",158,1977,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197704,"OREGON","RACE",1977-08-21,1977-09-23,237,"Y","N","Y","N","UNITED STATES OF AMERICA",42,136
"280",179,1978,"RACE Shrimp Survey by Kodiak Lab","GOA",14,197803,"OREGON","RACE",1978-08-25,1978-10-16,239,"Y","N","Y","N","UNITED STATES OF AMERICA",42,150
